VM;Powerstate;Template;SRM Placeholder;Config status;DNS Name;Connection state;Guest state;Heartbeat;Consolidation Needed;PowerOn;Suspend time;Creation date;Change Version;CPUs;Memory;NICs;Disks;Total disk capacity MiB;min Required EVC Mode Key;Latency Sensitivity;EnableUUID;CBT;Primary IP Address;Network #1;Network #2;Network #3;Network #4;Network #5;Network #6;Network #7;Network #8;Num Monitors;Video Ram KiB;Resource pool;Folder ID;Folder;vApp;DAS protection;FT State;FT Role;FT Latency;FT Bandwidth;FT Sec. Latency;Provisioned MiB;In Use MiB;Unshared MiB;HA Restart Priority;HA Isolation Response;HA VM Monitoring;Cluster rule(s);Cluster rule name(s);Boot Required;Boot delay;Boot retry delay;Boot retry enabled;Boot BIOS setup;Reboot PowerOff;EFI Secure boot;Firmware;HW version;HW upgrade status;HW upgrade policy;HW target;Path;Log directory;Snapshot directory;Suspend directory;Annotation;VEEAM_LAST_SUCCESSFUL_BACKUP;Veeam_Backup;Datacenter;Cluster;Host;OS according to the configuration file;OS according to the VMware Tools;VM ID;SMBIOS UUID;VM UUID;VI SDK Server type;VI SDK API Version;VI SDK Server;VI SDK UUID
vicppdadfsfbe06;poweredOn;False;False;green;vicppdadfsfbe06.vc-ic.grpsc.net;connected;running;green;False;2025/05/22 03:04:21;;2020/06/25 14:32:45;2025/06/15 07:36:04;1;4 096;1;1;102 400;intel-haswell;normal;True;True;10.120.17.124;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1356;/DC-VIC-00/PA3/ADFS;;True;notConfigured;;gray;-1;-1;422 548;188 608;179 672;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 16b2c760-a8db-0327-7d9d-d4f5ef33bf20/vicppdadfsfbe06.vmx;[Vsan_Datastore] 16b2c760-a8db-0327-7d9d-d4f5ef33bf20/;[Vsan_Datastore] 16b2c760-a8db-0327-7d9d-d4f5ef33bf20/;[Vsan_Datastore] 16b2c760-a8db-0327-7d9d-d4f5ef33bf20/;;"Last backup: [15/06/2025 21:09:57]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx04.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1312;421aec68-e8ed-0e2a-e7b9-0590df30e427;501ab226-48ea-088c-efbb-d00a4163f916;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDADDSWDC01;poweredOn;False;False;green;VICPRDADDSWDC01.vc-ic.grpsc.net;connected;running;green;False;2025/05/27 03:30:45;;2020/06/25 12:58:22;2025/06/15 07:50:20;8;16 384;1;2;256 000;intel-haswell;normal;True;True;10.250.51.11;VIC-E-INF-TIER0-PED-551;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1247;/DC-VIC-00/PA4/DC;;True;notConfigured;;gray;-1;-1;1 059 208;945 556;931 772;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 55d3c860-041c-237a-4b4b-d4f5ef33bf20/VICPRDADDSWDC01.vmx;[Vsan_Datastore] 55d3c860-041c-237a-4b4b-d4f5ef33bf20/;[Vsan_Datastore] 55d3c860-041c-237a-4b4b-d4f5ef33bf20/;[Vsan_Datastore] 55d3c860-041c-237a-4b4b-d4f5ef33bf20/;;"Last backup: [15/06/2025 19:15:29]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx05.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1290;421a4c1d-1929-951e-c633-fd02463b6af1;501a140b-25ca-8bd1-89e8-654dc96440ad;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDADDSWDC02;poweredOn;False;False;green;VICPRDADDSWDC02.vc-ic.grpsc.net;connected;running;green;False;2025/05/22 02:52:43;;2020/06/25 12:59:59;2025/06/14 11:52:36;8;16 384;1;2;266 240;intel-haswell;normal;True;True;10.253.51.11;VIC-E-INF-TIER0-PED-551;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1355;/DC-VIC-00/PA3/DC;;True;notConfigured;;gray;-1;-1;1 099 424;951 872;939 128;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 9b24c760-d4b1-ff42-6c9c-d4f5ef33c500/VICPRDADDSWDC02.vmx;[Vsan_Datastore] 9b24c760-d4b1-ff42-6c9c-d4f5ef33c500/;[Vsan_Datastore] 9b24c760-d4b1-ff42-6c9c-d4f5ef33c500/;[Vsan_Datastore] 9b24c760-d4b1-ff42-6c9c-d4f5ef33c500/;;"Last backup: [15/06/2025 21:01:14]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx04.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1291;421a64ca-953f-0fa8-f6ca-1fc2dc915910;501a6c4c-a370-99b5-8a0f-90b0d1a2a3a3;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDADFSAPP51;poweredOn;False;False;green;TEMPLATE-DC;connected;running;green;False;2025/03/12 18:33:22;;2023/11/06 16:06:09;2025/06/14 14:30:22;2;8 192;1;2;256 000;intel-haswell;normal;True;True;10.120.17.2;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1356;/DC-VIC-00/PA3/ADFS;;True;notConfigured;;gray;-1;-1;1 046 116;122 952;108 944;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 23004965-56ba-1b65-832f-d4f5ef42b17c/VICPRDADFSAPP51.vmx;[Vsan_Datastore] 23004965-56ba-1b65-832f-d4f5ef42b17c/;[Vsan_Datastore] 23004965-56ba-1b65-832f-d4f5ef42b17c/;[Vsan_Datastore] 23004965-56ba-1b65-832f-d4f5ef42b17c/;;"Last backup: [15/06/2025 21:06:53]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx08.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-97686;421a35cd-6121-2857-1d01-2cd44595a741;501a0972-638d-f6be-2991-77049737f538;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDADFSAPP52;poweredOn;False;False;green;TEMPLATE-DC;connected;running;green;False;2025/03/12 18:31:39;;2023/11/06 16:07:31;2025/06/15 08:03:34;2;8 192;1;2;256 000;intel-haswell;normal;True;True;10.120.17.2;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1248;/DC-VIC-00/PA4/ADFS;;True;notConfigured;;gray;-1;-1;1 046 388;123 232;108 952;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 56004965-442f-3e22-581e-d4f5ef42b5e8/VICPRDADFSAPP52.vmx;[Vsan_Datastore] 56004965-442f-3e22-581e-d4f5ef42b5e8/;[Vsan_Datastore] 56004965-442f-3e22-581e-d4f5ef42b5e8/;[Vsan_Datastore] 56004965-442f-3e22-581e-d4f5ef42b5e8/;;"Last backup: [15/06/2025 19:11:37]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx01.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-97687;421a56e0-f8dd-e36e-1698-16ee3f7060bb;501ae0b8-959f-7477-4923-2a6247f23a56;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
vicprdadfsfbe05;poweredOn;False;False;green;vicprdadfsfbe05.vc-ic.grpsc.net;connected;running;green;False;2025/05/27 03:12:08;;2020/06/25 14:34:11;2025/06/14 10:14:53;1;8 192;1;1;102 400;intel-haswell;normal;True;True;10.120.17.125;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1248;/DC-VIC-00/PA4/ADFS;;True;notConfigured;;gray;-1;-1;428 308;261 328;250 728;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 3fb0c960-5ef9-3deb-14cf-d4f5ef33bf20/vicprdadfsfbe05.vmx;[Vsan_Datastore] 3fb0c960-5ef9-3deb-14cf-d4f5ef33bf20/;[Vsan_Datastore] 3fb0c960-5ef9-3deb-14cf-d4f5ef33bf20/;[Vsan_Datastore] 3fb0c960-5ef9-3deb-14cf-d4f5ef33bf20/;;"Last backup: [15/06/2025 19:13:08]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx05.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1313;421aa22e-3399-66d9-771f-c39eb4ab48f3;501ab8fc-ce5b-3288-b6a7-5eed97da70f1;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
vicprdadfsfbe06;poweredOn;False;False;green;vicprdadfsfbe06.vc-ic.grpsc.net;connected;running;green;False;2025/05/22 03:09:14;;2020/06/25 14:35:41;2025/06/14 14:32:43;1;8 192;1;1;102 400;intel-haswell;normal;True;True;10.120.17.126;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1356;/DC-VIC-00/PA3/ADFS;;True;notConfigured;;gray;-1;-1;428 196;249 136;238 648;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 98cfc960-0442-31ec-7a36-d4f5ef3318a0/vicprdadfsfbe06.vmx;[Vsan_Datastore] 98cfc960-0442-31ec-7a36-d4f5ef3318a0/;[Vsan_Datastore] 98cfc960-0442-31ec-7a36-d4f5ef3318a0/;[Vsan_Datastore] 98cfc960-0442-31ec-7a36-d4f5ef3318a0/;;"Last backup: [15/06/2025 21:09:47]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx08.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1314;421aeb87-906a-aef2-be30-73031454a2e4;501a89e3-c2ae-e521-e064-d097b1546c96;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
vicprdazacapp01;poweredOn;False;False;green;VICPRDAZACAPP01;connected;running;green;False;2025/03/12 18:32:13;;2020/07/06 17:44:11;2025/06/14 10:01:45;2;32 768;1;2;409 600;intel-haswell;normal;True;True;10.120.17.162;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1281;/DC-VIC-00/PA4/AZURE;;True;notConfigured;;gray;-1;-1;1 685 140;343 036;325 764;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 0076c860-9495-deb3-a158-d4f5ef335d80/vicprdazacapp01.vmx;[Vsan_Datastore] 0076c860-9495-deb3-a158-d4f5ef335d80/;[Vsan_Datastore] 0076c860-9495-deb3-a158-d4f5ef335d80/;[Vsan_Datastore] 0076c860-9495-deb3-a158-d4f5ef335d80/;;"Last backup: [15/06/2025 19:01:27]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx05.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-2471;421a12b2-1a0a-6e61-e2e3-def9dccbf5e1;501a0749-e6d9-1614-167e-57a2e826b7a8;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDAZACAPP02;poweredOn;False;False;green;VICPRDAZACAPP02;connected;running;green;False;2025/03/12 18:35:16;;2021/03/10 11:42:06;2025/06/14 13:30:56;2;32 768;1;2;409 600;intel-haswell;normal;True;True;10.120.17.163;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1358;/DC-VIC-00/PA3/AZURE;;True;notConfigured;;gray;-1;-1;1 684 656;318 152;304 580;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] d0d5c560-5467-422f-05ee-d4f5ef332c90/VICPRDAZACAPP02.vmx;[Vsan_Datastore] d0d5c560-5467-422f-05ee-d4f5ef332c90/;[Vsan_Datastore] d0d5c560-5467-422f-05ee-d4f5ef332c90/;[Vsan_Datastore] d0d5c560-5467-422f-05ee-d4f5ef332c90/;;"Last backup: [15/06/2025 21:01:03]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx04.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-17609;421a6469-6b15-44ca-5080-bff7e3b68162;501aeae1-98ec-ee19-bf00-1f43d74a9426;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
vicprdazacapp03;poweredOn;False;False;green;VICPRDAZACAPP03.vc-ic.grpsc.net;connected;running;green;False;2025/05/27 03:26:00;;2022/04/29 11:45:03;2025/06/15 08:03:11;2;32 768;1;2;409 600;intel-haswell;normal;True;True;10.120.17.164;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1281;/DC-VIC-00/PA4/AZURE;;True;notConfigured;;gray;-1;-1;1 683 440;409 676;397 320;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] d4b16b62-7061-d1ab-d10e-d4f5ef33a2e0/vicprdazacapp03.vmx;[Vsan_Datastore] d4b16b62-7061-d1ab-d10e-d4f5ef33a2e0/;[Vsan_Datastore] d4b16b62-7061-d1ab-d10e-d4f5ef33a2e0/;[Vsan_Datastore] d4b16b62-7061-d1ab-d10e-d4f5ef33a2e0/;;"Last backup: [15/06/2025 19:01:27]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx01.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-44228;421a6bea-e2c8-2c0e-6814-778cd09c6ea4;501a533a-11cd-8ad9-0641-2143022c9038;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
vicprdazacapp04;poweredOn;False;False;green;VICPRDAZACAPP04.vc-ic.grpsc.net;connected;running;green;False;2025/05/22 02:55:53;;2022/04/29 11:25:00;2025/06/14 11:09:45;2;32 768;1;2;409 600;intel-haswell;normal;True;True;10.120.17.165;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1358;/DC-VIC-00/PA3/AZURE;;True;notConfigured;;gray;-1;-1;1 683 844;345 568;332 808;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 6aae6b62-1e8b-c168-d77e-d4f5ef33c500/vicprdazacapp04.vmx;[Vsan_Datastore] 6aae6b62-1e8b-c168-d77e-d4f5ef33c500/;[Vsan_Datastore] 6aae6b62-1e8b-c168-d77e-d4f5ef33c500/;[Vsan_Datastore] 6aae6b62-1e8b-c168-d77e-d4f5ef33c500/;;"Last backup: [15/06/2025 21:01:03]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx03.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-44220;421aa9cb-adab-663e-c6f9-2ec6bb881e45;501a345f-fa0b-f848-1727-d69b99192d67;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
vicprdbrokfbe00;poweredOn;False;False;green;broker-vm;connected;running;green;False;2024/01/24 13:36:31;;2024/01/23 17:05:30;2025/06/15 21:04:43;2;4 096;1;1;491 520;intel-haswell;normal;;True;10.120.16.75;VIC-E-INF-TIER0-SERVICES;;;;;;;;1;4 096;/DC-VIC-00/VIC-PRD-00/Resources;group-v60430;/DC-VIC-00/PA3/Cortex;;True;notConfigured;;gray;-1;-1;1 980 340;1 662 160;1 651 912;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;bios;13;none;never;;[Vsan_Datastore] cae3af65-f889-47c2-b93b-d4f5ef42b8b8/vicprdbrokfbe00-1.vmx;[Vsan_Datastore] cae3af65-f889-47c2-b93b-d4f5ef42b8b8/;[Vsan_Datastore] cae3af65-f889-47c2-b93b-d4f5ef42b8b8/;[Vsan_Datastore] cae3af65-f889-47c2-b93b-d4f5ef42b8b8/;;"Last backup: [15/06/2025 21:28:48]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx02.vc-ic.grpsc.net;Ubuntu Linux (64-bit);Ubuntu Linux (64-bit);vm-107099;421ad7c9-8e80-8ebf-55e6-75600bc72225;501af54f-301f-d5d2-fffd-b62338fc8f5a;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
vicprdbrokfbe02;poweredOn;False;False;green;broker-vm;connected;running;green;False;2024/01/24 14:07:30;;2024/01/23 17:10:47;2025/06/15 07:51:46;2;4 096;1;1;491 520;intel-haswell;normal;;True;10.120.16.76;VIC-E-INF-TIER0-SERVICES;;;;;;;;1;4 096;/DC-VIC-00/VIC-PRD-00/Resources;group-v60431;/DC-VIC-00/PA4/Cortex;;True;notConfigured;;gray;-1;-1;1 980 980;1 666 148;1 655 260;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;bios;13;none;never;;[Vsan_Datastore] 07e5af65-628a-fd85-6967-d4f5ef42b838/vicprdbrokfbe02-1.vmx;[Vsan_Datastore] 07e5af65-628a-fd85-6967-d4f5ef42b838/;[Vsan_Datastore] 07e5af65-628a-fd85-6967-d4f5ef42b838/;[Vsan_Datastore] 07e5af65-628a-fd85-6967-d4f5ef42b838/;;"Last backup: [15/06/2025 19:23:01]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx01.vc-ic.grpsc.net;Ubuntu Linux (64-bit);Ubuntu Linux (64-bit);vm-107100;421a2627-11e1-27c1-e9a7-44529ae9c8fb;501a2ca8-0f11-94fc-7031-be8bcc8ac47a;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDCERTFBE01;poweredOn;False;False;green;VICPRDCERTFBE01.vc-ic.grpsc.net;connected;running;green;False;2025/05/27 03:15:42;;2020/06/25 12:02:00;2025/06/14 10:01:40;2;4 096;1;2;112 640;intel-haswell;normal;True;True;10.120.17.150;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1282;/DC-VIC-00/PA4/PKI;;True;notConfigured;;gray;-1;-1;466 388;217 784;205 968;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 98cfc960-8214-b2f3-6d26-d4f5ef3318a0/VICPRDCERTFBE01.vmx;[Vsan_Datastore] 98cfc960-8214-b2f3-6d26-d4f5ef3318a0/;[Vsan_Datastore] 98cfc960-8214-b2f3-6d26-d4f5ef3318a0/;[Vsan_Datastore] 98cfc960-8214-b2f3-6d26-d4f5ef3318a0/;;"Last backup: [15/06/2025 19:01:28]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA4-T0-PRD]; Repository: [Catalyst_PA4]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx03.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1284;421a1152-73cc-e9b1-6a5b-d2c73bc0a6e9;501a598d-c26a-f6a5-ff3e-dd41f46f326b;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDCERTFBE02;poweredOn;False;False;green;VICPRDCERTFBE02.vc-ic.grpsc.net;connected;running;green;False;2025/05/22 03:07:31;;2020/06/25 12:03:33;2025/06/15 07:36:02;2;4 096;1;2;112 640;intel-haswell;normal;True;True;10.120.17.151;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1357;/DC-VIC-00/PA3/PKI;;True;notConfigured;;gray;-1;-1;465 812;252 164;240 924;high;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] fb8dc360-6e9e-087a-5994-d4f5ef332ca0/VICPRDCERTFBE02.vmx;[Vsan_Datastore] fb8dc360-6e9e-087a-5994-d4f5ef332ca0/;[Vsan_Datastore] fb8dc360-6e9e-087a-5994-d4f5ef332ca0/;[Vsan_Datastore] fb8dc360-6e9e-087a-5994-d4f5ef332ca0/;;"Last backup: [15/06/2025 21:16:39]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx06.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-1285;421ad6b1-32cc-bf8b-2bc5-be0d99c0f018;501adb10-4f50-1023-088d-0f3a4965c623;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDCERTFBE03;poweredOn;False;False;green;VICPRDCERTFBE03.vc-ic.grpsc.net;connected;running;green;False;2025/05/27 03:35:27;;2021/07/28 12:18:33;2025/06/14 14:54:08;2;8 192;1;2;122 880;intel-haswell;normal;True;True;10.120.17.154;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1357;/DC-VIC-00/PA3/PKI;;True;notConfigured;;gray;-1;-1;510 676;217 192;206 144;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;19;none;never;;[Vsan_Datastore] ad50d866-ae6e-1106-e10d-d4f5ef42b5e8/VICPRDCERTWKG03.vmx;[Vsan_Datastore] ad50d866-ae6e-1106-e10d-d4f5ef42b5e8/;[Vsan_Datastore] ad50d866-ae6e-1106-e10d-d4f5ef42b5e8/;[Vsan_Datastore] ad50d866-ae6e-1106-e10d-d4f5ef42b5e8/;;"Last backup: [15/06/2025 21:21:14]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx04.vc-ic.grpsc.net;Microsoft Windows Server 2016 (64-bit);Microsoft Windows Server 2016 (64-bit);vm-136787;421a0cee-8440-83ad-b8f4-219ea3efedf8;501afbbb-aaee-a559-c394-0056657e84a9;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
VICPRDCERTFBE04;poweredOn;False;False;green;VICPRDCERTFBE04.vc-ic.grpsc.net;connected;running;green;False;2025/05/22 03:02:37;;2021/07/28 12:19:30;2025/06/14 14:43:42;2;8 192;1;2;122 880;intel-haswell;normal;True;True;10.120.17.155;VIC-E-INF-TIER0-DOMAIN-CTL;;;;;;;;1;8 192;/DC-VIC-00/VIC-PRD-00/Resources;group-v1357;/DC-VIC-00/PA3/PKI;;True;notConfigured;;gray;-1;-1;509 876;180 384;170 136;medium;powerOff;vmMonitoringDisabled;;;False;0;10 000;False;False;False;False;efi;14;none;never;;[Vsan_Datastore] 4293d966-8c12-0ed9-14ab-d4f5ef42b8b4/VICPRDCERTWKG04.vmx;[Vsan_Datastore] 4293d966-8c12-0ed9-14ab-d4f5ef42b8b4/;[Vsan_Datastore] 4293d966-8c12-0ed9-14ab-d4f5ef42b8b4/;[Vsan_Datastore] 4293d966-8c12-0ed9-14ab-d4f5ef42b8b4/;;"Last backup: [15/06/2025 21:10:38]; Veeam server: [VICPRDVEEABCK04]; Job: [Job 2-PA3-T0-PRD]; Repository: [Catalyst_PA3]";;DC-VIC-00;VIC-PRD-00;vicprdhcitesx05.vc-ic.grpsc.net;Microsoft Windows Server 2016 or later (64-bit);Microsoft Windows Server 2016 or later (64-bit);vm-136900;421adf61-3ac1-87c7-e775-a1ff9f56cbdb;501abbd1-2304-5f3f-024e-cc2d92298691;VMware vCenter Server 8.0.3 build-24322831;8.0.3.0;vicprdvmwavce00.vc-ic.grpsc.net;1fbf157c-55b0-44ce-9153-db75c59f120a
